,id,date,date_gmt,guid,modified,modified_gmt,slug,status,type,link,title,content,excerpt,author,featured_media,parent,menu_order,comment_status,ping_status,template,meta,acf,yoast_head,yoast_head_json,_links
0,140602,2024-05-06T09:18:06,2024-05-06T07:18:06,{'rendered': 'https://www.expertflow.com/?page_id=140602'},2024-05-06T09:18:06,2024-05-06T07:18:06,temp,publish,page,https://www.expertflow.com/temp/,{'rendered': 'temp'},"{'rendered': '', 'protected': False}","{'rendered': '', 'protected': False}",286,0,0,0,closed,closed,,[],[],"<!-- This site is optimized with the Yoast SEO plugin v19.8 - https://yoast.com/wordpress/plugins/seo/ -->
<title>temp - Expertflow</title>
<meta name=""robots"" content=""index, follow, max-snippet:-1, max-image-preview:large, max-video-preview:-1"" />
<link rel=""canonical"" href=""https://www.expertflow.com/temp/"" />
<meta property=""og:locale"" content=""en_US"" />
<meta property=""og:type"" content=""article"" />
<meta property=""og:title"" content=""temp - Expertflow"" />
<meta property=""og:url"" content=""https://www.expertflow.com/temp/"" />
<meta property=""og:site_name"" content=""Expertflow"" />
<meta property=""article:publisher"" content=""http://www.facebook.com/Expertflow"" />
<meta name=""twitter:card"" content=""summary_large_image"" />
<script type=""application/ld+json"" class=""yoast-schema-graph"">{""@context"":""https://schema.org"",""@graph"":[{""@type"":""WebPage"",""@id"":""https://www.expertflow.com/temp/"",""url"":""https://www.expertflow.com/temp/"",""name"":""temp - Expertflow"",""isPartOf"":{""@id"":""https://www.expertflow.com/#website""},""datePublished"":""2024-05-06T07:18:06+00:00"",""dateModified"":""2024-05-06T07:18:06+00:00"",""breadcrumb"":{""@id"":""https://www.expertflow.com/temp/#breadcrumb""},""inLanguage"":""en-US"",""potentialAction"":[{""@type"":""ReadAction"",""target"":[""https://www.expertflow.com/temp/""]}]},{""@type"":""BreadcrumbList"",""@id"":""https://www.expertflow.com/temp/#breadcrumb"",""itemListElement"":[{""@type"":""ListItem"",""position"":1,""name"":""Home"",""item"":""https://www.expertflow.com/""},{""@type"":""ListItem"",""position"":2,""name"":""temp""}]},{""@type"":""WebSite"",""@id"":""https://www.expertflow.com/#website"",""url"":""https://www.expertflow.com/"",""name"":""Expertflow"",""description"":""Customer Service / Contact Center Software"",""publisher"":{""@id"":""https://www.expertflow.com/#organization""},""potentialAction"":[{""@type"":""SearchAction"",""target"":{""@type"":""EntryPoint"",""urlTemplate"":""https://www.expertflow.com/?s={search_term_string}""},""query-input"":""required name=search_term_string""}],""inLanguage"":""en-US""},{""@type"":""Organization"",""@id"":""https://www.expertflow.com/#organization"",""name"":""Expertflow"",""url"":""https://www.expertflow.com/"",""sameAs"":[""https://www.linkedin.com/company/expertflow/"",""https://www.youtube.com/expertflow"",""http://www.facebook.com/Expertflow""],""logo"":{""@type"":""ImageObject"",""inLanguage"":""en-US"",""@id"":""https://www.expertflow.com/#/schema/logo/image/"",""url"":""https://www.expertflow.com/wp-content/uploads/2018/01/expertflow-logo-2.png"",""contentUrl"":""https://www.expertflow.com/wp-content/uploads/2018/01/expertflow-logo-2.png"",""width"":600,""height"":97,""caption"":""Expertflow""},""image"":{""@id"":""https://www.expertflow.com/#/schema/logo/image/""}}]}</script>
<!-- / Yoast SEO plugin. -->","{'title': 'temp - Expertflow', 'robots': {'index': 'index', 'follow': 'follow', 'max-snippet': 'max-snippet:-1', 'max-image-preview': 'max-image-preview:large', 'max-video-preview': 'max-video-preview:-1'}, 'canonical': 'https://www.expertflow.com/temp/', 'og_locale': 'en_US', 'og_type': 'article', 'og_title': 'temp - Expertflow', 'og_url': 'https://www.expertflow.com/temp/', 'og_site_name': 'Expertflow', 'article_publisher': 'http://www.facebook.com/Expertflow', 'twitter_card': 'summary_large_image', 'schema': {'@context': 'https://schema.org', '@graph': [{'@type': 'WebPage', '@id': 'https://www.expertflow.com/temp/', 'url': 'https://www.expertflow.com/temp/', 'name': 'temp - Expertflow', 'isPartOf': {'@id': 'https://www.expertflow.com/#website'}, 'datePublished': '2024-05-06T07:18:06+00:00', 'dateModified': '2024-05-06T07:18:06+00:00', 'breadcrumb': {'@id': 'https://www.expertflow.com/temp/#breadcrumb'}, 'inLanguage': 'en-US', 'potentialAction': [{'@type': 'ReadAction', 'target': ['https://www.expertflow.com/temp/']}]}, {'@type': 'BreadcrumbList', '@id': 'https://www.expertflow.com/temp/#breadcrumb', 'itemListElement': [{'@type': 'ListItem', 'position': 1, 'name': 'Home', 'item': 'https://www.expertflow.com/'}, {'@type': 'ListItem', 'position': 2, 'name': 'temp'}]}, {'@type': 'WebSite', '@id': 'https://www.expertflow.com/#website', 'url': 'https://www.expertflow.com/', 'name': 'Expertflow', 'description': 'Customer Service / Contact Center Software', 'publisher': {'@id': 'https://www.expertflow.com/#organization'}, 'potentialAction': [{'@type': 'SearchAction', 'target': {'@type': 'EntryPoint', 'urlTemplate': 'https://www.expertflow.com/?s={search_term_string}'}, 'query-input': 'required name=search_term_string'}], 'inLanguage': 'en-US'}, {'@type': 'Organization', '@id': 'https://www.expertflow.com/#organization', 'name': 'Expertflow', 'url': 'https://www.expertflow.com/', 'sameAs': ['https://www.linkedin.com/company/expertflow/', 'https://www.youtube.com/expertflow', 'http://www.facebook.com/Expertflow'], 'logo': {'@type': 'ImageObject', 'inLanguage': 'en-US', '@id': 'https://www.expertflow.com/#/schema/logo/image/', 'url': 'https://www.expertflow.com/wp-content/uploads/2018/01/expertflow-logo-2.png', 'contentUrl': 'https://www.expertflow.com/wp-content/uploads/2018/01/expertflow-logo-2.png', 'width': 600, 'height': 97, 'caption': 'Expertflow'}, 'image': {'@id': 'https://www.expertflow.com/#/schema/logo/image/'}}]}}","{'self': [{'href': 'https://www.expertflow.com/wp-json/wp/v2/pages/140602'}], 'collection': [{'href': 'https://www.expertflow.com/wp-json/wp/v2/pages'}], 'about': [{'href': 'https://www.expertflow.com/wp-json/wp/v2/types/page'}], 'author': [{'embeddable': True, 'href': 'https://www.expertflow.com/wp-json/wp/v2/users/286'}], 'replies': [{'embeddable': True, 'href': 'https://www.expertflow.com/wp-json/wp/v2/comments?post=140602'}], 'version-history': [{'count': 1, 'href': 'https://www.expertflow.com/wp-json/wp/v2/pages/140602/revisions'}], 'predecessor-version': [{'id': 140604, 'href': 'https://www.expertflow.com/wp-json/wp/v2/pages/140602/revisions/140604'}], 'wp:attachment': [{'href': 'https://www.expertflow.com/wp-json/wp/v2/media?parent=140602'}], 'curies': [{'name': 'wp', 'href': 'https://api.w.org/{rel}', 'templated': True}]}"
1,139043,2024-04-22T13:57:07,2024-04-22T11:57:07,{'rendered': 'https://www.expertflow.com/?page_id=139043'},2024-04-24T08:52:29,2024-04-24T06:52:29,insights,publish,page,https://www.expertflow.com/insights/,{'rendered': 'Insights'},"{'rendered': '<div id=""cs-content"" class=""cs-content""><div class=""x-section e139043-1 m2zab-0 m2zab-1 dimensions""><div class=""x-bg""><div class=""x-bg-layer-lower-img""><img src=""https://www.expertflow.com/wp-content/uploads/Mask-group-4.png"" alt=""customer self-service"" loading=""lazy"" style=""object-fit: cover; object-position: center;""/></div></div><div class=""x-row x-container max width e139043-2 m2zab-5""><div class=""x-row-inner""><div class=""x-col e139043-3 m2zab-6""><h1  class=""h-custom-headline h1w h1"" ><span>Business Analytics & Insights</span></h1><div id="""" class=""x-text bannertextw"" style="""" ><p>Simplify reporting and drive more actionable Insights</p>\n</div><a class=""x-anchor x-anchor-button e139043-6 m2zab-7 m2zab-8"" tabindex=""0"" href=""https://www.expertflow.com/contact-us/"" rel=""nofollow""><div class=""x-anchor-content""><div class=""x-anchor-text""><span class=""x-anchor-text-primary"">Get in Touch</span></div></div></a></div></div></div></div><div class=""x-section e139043-7 m2zab-0 m2zab-2 m2zab-3""><div class=""x-container max width marginless-columns e139043-8 m2zab-a""><div class=""x-column x-sm x-1-2 e139043-9 m2zab-b feature_box_column leftTxtColPadding maxwidth_col_mobile""><img  class=""x-img feature_box_image_mobile imgSmallScreen x-img-none""  src=""https://www.expertflow.com/wp-content/uploads/Group-481918-1.png"" ><h3  class=""h-custom-headline font-2023-h3 h3"" ><span>Leverage valuable insights from your conversation data\n</span></h3><div id="""" class=""x-text font-2023-text"" style="""" ><p><span style=""font-weight: 400;"">We give you the tools to leverage </span><span style=""font-weight: 400;"">the conversation data your customers provided or agents and AI engines collected during or after the conversation. Learn about your customers needs and preferences as well as your agents capabilities through:</span></p>\n<ul>\n<li style=""font-weight: 400;"" aria-level=""1""><span style=""font-weight: 400;"">automated call tagging/wrap up codes</span></li>\n<li style=""font-weight: 400;"" aria-level=""1""><span style=""font-weight: 400;"">sentiment analysis</span></li>\n<li style=""font-weight: 400;"" aria-level=""1""><a href=""https://www.expertflow.com/customer-profiles/""><span style=""font-weight: 400;"">Customer Profile</span></a></li>\n<li style=""font-weight: 400;"" aria-level=""1""><span style=""font-weight: 400;"">Ai generated transcripts/ summaries</span></li>\n<li style=""font-weight: 400;"" aria-level=""1""><span style=""font-weight: 400;"">Customer Survey</span></li>\n<li aria-level=""1"">and more...</li>\n</ul>\n<p><span style=""font-weight: 400;"">The collected data can be used to search, filter or retrieve individual calls or can be aggregated for reporting purposes.</span></p>\n</div></div><div class=""x-column x-sm x-1-2 e139043-13 m2zab-b m2zab-c feature_box_column rightImgColPadding hide_col_mobile x-hide-md x-hide-sm x-hide-xs""><img  class=""x-img feature_box_image imagezoom feature_box_img_video_right_margin x-img-none"" style=""margin: 0px 40px 0px 0px ;"" src=""https://www.expertflow.com/wp-content/uploads/Group-481774.png"" alt=""ivr""></div></div></div><div class=""x-section e139043-15 m2zab-0 m2zab-2 m2zab-4""><div class=""x-container max width marginless-columns e139043-16 m2zab-a""><div class=""x-column x-sm x-1-2 e139043-17 m2zab-b feature_box_column leftImgColPadding hide_col_mobile x-hide-md x-hide-sm x-hide-xs""><img  class=""x-img feature_box_image imagezoom feature_box_img_video_left_margin x-img-none"" style=""margin: 0px 40px 0px;"" src=""https://www.expertflow.com/wp-content/uploads/Group-481750-1.png"" ></div><div class=""x-column x-sm x-1-2 e139043-19 m2zab-b m2zab-c feature_box_column rightTxtColPadding maxwidth_col_mobile""><img  class=""x-img feature_box_image_mobile imgSmallScreen x-img-none""  src=""https://www.expertflow.com/wp-content/uploads/Group-481817-2.png"" ><h3  class=""h-custom-headline font-2023-h3 h3"" ><span>Agent Guidance and Customer Satisfaction</span></h3><div id="""" class=""x-text font-2023-text"" style="""" ><p><span style=""font-weight: 400;"">Recorded calls can be reviewed by supervisors in order to score an agent’s performance. Post Collaboration Surveys and Sentiment analysis can contextualize a call recording or transcript.</span></p>\n<p><span style=""font-weight: 400;"">This data forms the basis for automated post-call processes using AI engines which can contribute valuable insights such as patterns, trends, and areas of strength or weakness.These insights help you refine your ongoing guidance,helping your agents improve their skills over time which can lead to improved customer service.</span></p>\n</div><a class=""x-anchor x-anchor-button e139043-23 m2zab-7 m2zab-9"" tabindex=""0"" href=""https://www.expertflow.com/contact-us/"" rel=""nofollow""><div class=""x-anchor-content""><div class=""x-anchor-text""><span class=""x-anchor-text-primary"">Talk to an expert</span></div></div></a></div></div></div><div class=""x-section e139043-24 m2zab-0 m2zab-2 m2zab-3""><div class=""x-container max width marginless-columns e139043-25 m2zab-a""><div class=""x-column x-sm x-1-2 e139043-26 m2zab-b feature_box_column leftTxtColPadding maxwidth_col_mobile""><img  class=""x-img feature_box_image_mobile imgSmallScreen x-img-none""  src=""https://www.expertflow.com/wp-content/uploads/Group-481918-1.png"" ><h3  class=""h-custom-headline font-2023-h3 h3"" ><span>Customer Satisfaction</span></h3><div id="""" class=""x-text font-2023-text"" style="""" ><p>Learn about yourself through your customers.</p>\n</div></div><div class=""x-column x-sm x-1-2 e139043-30 m2zab-b m2zab-c feature_box_column rightImgColPadding hide_col_mobile x-hide-md x-hide-sm x-hide-xs""><img  class=""x-img feature_box_image imagezoom feature_box_img_video_right_margin x-img-none"" style=""margin: 0px 40px 0px 0px ;"" src=""https://www.expertflow.com/wp-content/uploads/Group-6881.png"" alt=""ivr""></div></div></div></div>', 'protected': False}","{'rendered': 'Business Analytics &#038; InsightsSimplify reporting and drive more actionable Insights Get in TouchLeverage valuable insights from your conversation data We &#8230; <div><a href=""https://www.expertflow.com/insights/"" class=""more-link"">Read More</a></div>', 'protected': False}",286,0,0,0,closed,closed,template-blank-4.php,[],[],"<!-- This site is optimized with the Yoast SEO plugin v19.8 - https://yoast.com/wordpress/plugins/seo/ -->
<title>Insights - Expertflow</title>
<meta name=""robots"" content=""index, follow, max-snippet:-1, max-image-preview:large, max-video-preview:-1"" />
<link rel=""canonical"" href=""https://www.expertflow.com/insights/"" />
<meta property=""og:locale"" content=""en_US"" />
<meta property=""og:type"" content=""article"" />
<meta property=""og:title"" content=""Insights - Expertflow"" />
<meta property=""og:description"" content=""Business Analytics &amp; InsightsSimplify reporting and drive more actionable Insights Get in TouchLeverage valuable insights from your conversation data We ... Read More"" />
<meta property=""og:url"" content=""https://www.expertflow.com/insights/"" />
<meta property=""og:site_name"" content=""Expertflow"" />
<meta property=""article:publisher"" content=""http://www.facebook.com/Expertflow"" />
<meta property=""article:modified_time"" content=""2024-04-24T06:52:29+00:00"" />
<meta name=""twitter:card"" content=""summary_large_image"" />
<meta name=""twitter:label1"" content=""Est. reading time"" />
	<meta name=""twitter:data1"" content=""3 minutes"" />
<script type=""application/ld+json"" class=""yoast-schema-graph"">{""@context"":""https://schema.org"",""@graph"":[{""@type"":""WebPage"",""@id"":""https://www.expertflow.com/insights/"",""url"":""https://www.expertflow.com/insights/"",""name"":""Insights - Expertflow"",""isPartOf"":{""@id"":""https://www.expertflow.com/#website""},""datePublished"":""2024-04-22T11:57:07+00:00"",""dateModified"":""2024-04-24T06:52:29+00:00"",""breadcrumb"":{""@id"":""https://www.expertflow.com/insights/#breadcrumb""},""inLanguage"":""en-US"",""potentialAction"":[{""@type"":""ReadAction"",""target"":[""https://www.expertflow.com/insights/""]}]},{""@type"":""BreadcrumbList"",""@id"":""https://www.expertflow.com/insights/#breadcrumb"",""itemListElement"":[{""@type"":""ListItem"",""position"":1,""name"":""Home"",""item"":""https://www.expertflow.com/""},{""@type"":""ListItem"",""position"":2,""name"":""Insights""}]},{""@type"":""WebSite"",""@id"":""https://www.expertflow.com/#website"",""url"":""https://www.expertflow.com/"",""name"":""Expertflow"",""description"":""Customer Service / Contact Center Software"",""publisher"":{""@id"":""https://www.expertflow.com/#organization""},""potentialAction"":[{""@type"":""SearchAction"",""target"":{""@type"":""EntryPoint"",""urlTemplate"":""https://www.expertflow.com/?s={search_term_string}""},""query-input"":""required name=search_term_string""}],""inLanguage"":""en-US""},{""@type"":""Organization"",""@id"":""https://www.expertflow.com/#organization"",""name"":""Expertflow"",""url"":""https://www.expertflow.com/"",""sameAs"":[""https://www.linkedin.com/company/expertflow/"",""https://www.youtube.com/expertflow"",""http://www.facebook.com/Expertflow""],""logo"":{""@type"":""ImageObject"",""inLanguage"":""en-US"",""@id"":""https://www.expertflow.com/#/schema/logo/image/"",""url"":""https://www.expertflow.com/wp-content/uploads/2018/01/expertflow-logo-2.png"",""contentUrl"":""https://www.expertflow.com/wp-content/uploads/2018/01/expertflow-logo-2.png"",""width"":600,""height"":97,""caption"":""Expertflow""},""image"":{""@id"":""https://www.expertflow.com/#/schema/logo/image/""}}]}</script>
<!-- / Yoast SEO plugin. -->","{'title': 'Insights - Expertflow', 'robots': {'index': 'index', 'follow': 'follow', 'max-snippet': 'max-snippet:-1', 'max-image-preview': 'max-image-preview:large', 'max-video-preview': 'max-video-preview:-1'}, 'canonical': 'https://www.expertflow.com/insights/', 'og_locale': 'en_US', 'og_type': 'article', 'og_title': 'Insights - Expertflow', 'og_description': 'Business Analytics & InsightsSimplify reporting and drive more actionable Insights Get in TouchLeverage valuable insights from your conversation data We ... Read More', 'og_url': 'https://www.expertflow.com/insights/', 'og_site_name': 'Expertflow', 'article_publisher': 'http://www.facebook.com/Expertflow', 'article_modified_time': '2024-04-24T06:52:29+00:00', 'twitter_card': 'summary_large_image', 'twitter_misc': {'Est. reading time': '3 minutes'}, 'schema': {'@context': 'https://schema.org', '@graph': [{'@type': 'WebPage', '@id': 'https://www.expertflow.com/insights/', 'url': 'https://www.expertflow.com/insights/', 'name': 'Insights - Expertflow', 'isPartOf': {'@id': 'https://www.expertflow.com/#website'}, 'datePublished': '2024-04-22T11:57:07+00:00', 'dateModified': '2024-04-24T06:52:29+00:00', 'breadcrumb': {'@id': 'https://www.expertflow.com/insights/#breadcrumb'}, 'inLanguage': 'en-US', 'potentialAction': [{'@type': 'ReadAction', 'target': ['https://www.expertflow.com/insights/']}]}, {'@type': 'BreadcrumbList', '@id': 'https://www.expertflow.com/insights/#breadcrumb', 'itemListElement': [{'@type': 'ListItem', 'position': 1, 'name': 'Home', 'item': 'https://www.expertflow.com/'}, {'@type': 'ListItem', 'position': 2, 'name': 'Insights'}]}, {'@type': 'WebSite', '@id': 'https://www.expertflow.com/#website', 'url': 'https://www.expertflow.com/', 'name': 'Expertflow', 'description': 'Customer Service / Contact Center Software', 'publisher': {'@id': 'https://www.expertflow.com/#organization'}, 'potentialAction': [{'@type': 'SearchAction', 'target': {'@type': 'EntryPoint', 'urlTemplate': 'https://www.expertflow.com/?s={search_term_string}'}, 'query-input': 'required name=search_term_string'}], 'inLanguage': 'en-US'}, {'@type': 'Organization', '@id': 'https://www.expertflow.com/#organization', 'name': 'Expertflow', 'url': 'https://www.expertflow.com/', 'sameAs': ['https://www.linkedin.com/company/expertflow/', 'https://www.youtube.com/expertflow', 'http://www.facebook.com/Expertflow'], 'logo': {'@type': 'ImageObject', 'inLanguage': 'en-US', '@id': 'https://www.expertflow.com/#/schema/logo/image/', 'url': 'https://www.expertflow.com/wp-content/uploads/2018/01/expertflow-logo-2.png', 'contentUrl': 'https://www.expertflow.com/wp-content/uploads/2018/01/expertflow-logo-2.png', 'width': 600, 'height': 97, 'caption': 'Expertflow'}, 'image': {'@id': 'https://www.expertflow.com/#/schema/logo/image/'}}]}}","{'self': [{'href': 'https://www.expertflow.com/wp-json/wp/v2/pages/139043'}], 'collection': [{'href': 'https://www.expertflow.com/wp-json/wp/v2/pages'}], 'about': [{'href': 'https://www.expertflow.com/wp-json/wp/v2/types/page'}], 'author': [{'embeddable': True, 'href': 'https://www.expertflow.com/wp-json/wp/v2/users/286'}], 'replies': [{'embeddable': True, 'href': 'https://www.expertflow.com/wp-json/wp/v2/comments?post=139043'}], 'version-history': [{'count': 5, 'href': 'https://www.expertflow.com/wp-json/wp/v2/pages/139043/revisions'}], 'predecessor-version': [{'id': 139221, 'href': 'https://www.expertflow.com/wp-json/wp/v2/pages/139043/revisions/139221'}], 'wp:attachment': [{'href': 'https://www.expertflow.com/wp-json/wp/v2/media?parent=139043'}], 'curies': [{'name': 'wp', 'href': 'https://api.w.org/{rel}', 'templated': True}]}"
